model,mean_offdiag_accuracy,std,ci_low,ci_high,best_seed,worst_seed,flyvis_accuracy,flyvis_minus_model
TemporalResNet18Small,0.6083333333333334,0.023854950051830134,0.6007621527777778,0.6164583333333333,96,123,0.9236111111111112,0.31527777777777777
