model,mean_offdiag_accuracy,std,ci_low,ci_high,flyvis_accuracy,flyvis_minus_model,n_seeds
Hex-native temporal model,1.0,0.0,1.0,1.0,0.9236111111111112,-0.07638888888888884,1
