model,mean_offdiag_accuracy,std,ci_low,ci_high,ece,brier,mean_confidence,flyvis_accuracy,flyvis_minus_model,n_seeds
STN-CNN,0.5972222222222222,0.0,0.5801996527777777,0.6159895833333333,0.12085015840000578,0.5199034721922514,0.6971028161131674,0.9236111111111112,0.32638888888888895,1
